id,text,tone_label,intent_label
3067,"my mum is like effin cute, like really really cute. ",positive_friendly,
3068,My bar for the night!  http://twitpic.com/6acco,positive_friendly,
3069,had to walk round a puddle of human wee at the train station today i wish i was @JessicaMaley or @AlexKallai and lived in the countryside ,negative_rude,
3070,"@louiiseeeeee apparently it probably won't becuase of all the 3D effects and everything, so they have to change it all ",negative_rude,
3071,@businesscrazy  They're getting monopolistic ,negative_rude,
3072,wishing @aboos09 was with me right now ,negative_rude,
3073,Having fun today ,positive_friendly,
3074,wondering why will hasnt called me all day??? ,negative_rude,
3075,Going to dinner with @marissa_in_cali and here very interesting family? ,positive_friendly,
3076,"Busy day at the company here - got a lunchtime &quot;picnic&quot; to help set up/take down. I'm not in charge of it (thank GOD), I'm just a minion. ",positive_friendly,
3077,I miss @vfreshh already ,negative_rude,
3078,i don't know what to tweet about ,negative_rude,
3079,@beautydirtyrich heyyy  jus saw ur tweet &amp;&amp; umm @Ay_Be_Baby replacement girl u say??!? lol,positive_friendly,
3080,"@massrapid Cute, no?  The way he purses his lips while staring at his sheet music makes me smile. /gush",positive_friendly,
3081,@carolynlhsu greeeeaaaattttt and it's almost time for me to fly again.  not happy,negative_rude,
3082,"Soon,I will meet my precious one ",positive_friendly,
3083,I so miss my Mom and this song is making me cry..    @zaibatsu ï¿½ Mother) ? http://blip.fm/~60fnd s,negative_rude,
3084,"It's a nice Saturday. Ran some errands, ate one of my favorite lunches and now it's back to the apt for some movies. ",positive_friendly,
3085,"Picked up my SDS9 today!  Pretty Good, Pretty Good!",positive_friendly,
3086,@justads that's fucked ,negative_rude,
3087,@_supernatural_ http://twitpic.com/8d09f - awwwwwwwwwwwww that is so beautiful. I just need to be in his arms tonight ,negative_rude,
3088,"I REALLY hate sending out thank you cards,think I'd like it better if the pen didn't smear my writing,damn me for being left handed ",negative_rude,
3089,A new PSP! So want  http://tinyurl.com/nhxvtg,positive_friendly,
3090,@saaam_ how was it last night? ,positive_friendly,
3091,@KatArmstrong  I agree with @StarFortress I dont honestly know what we would do without your awesomeness being around. ,positive_friendly,
3092,I think my elbow is fractured?             ,negative_rude,
3093,"Morning evwyone! I can't feel my nose,my hand and my feet.. Huaaa huhuhu ",negative_rude,
3094,"working on my english essay, studying for exams. it's almost over ",positive_friendly,
3095,@rickpuig Heck yeah they are ,positive_friendly,
3096,"@lunaessence LOL. It is. I've done it three times myself. None of them fun, or fast. Just wishing her an easier time of it. ",positive_friendly,
3097,my lips are chapped ,negative_rude,
3098,Super sad... My pink ring snapped ,negative_rude,
3099,@justingrant http://bit.ly/EoVxp   It's all really quite simple.,positive_friendly,
3100,&quot;Koogle&quot;... They should have called Joogle ,positive_friendly,
3101,Good morning every1   shit weather goin 2 rain 2day  (again) cant wait till saturday,negative_rude,
3102,"@jilliancyork I'll be trying that out here in the next week as well, since I'll be traveling soon I want to send pics to twitter ",positive_friendly,
3103,@melaniehallcc I think that would go very much against what the Bible teaches ,positive_friendly,
3104,@sixbarphrase I can't wait to see you tonight. Bring me my flannel and HTL hoodie? ,negative_rude,
3105,All my friends are in different area codes and time zones ,negative_rude,
3106,@bymelissa: How are you going to get it done? Getting it done while  fully conscious and numbed up isn't that fun. ,negative_rude,
3107,@xsamannntha uhhh jeremy at the time lol you knoww  and i kinda figured out how to do this now but its still wieeeerd. hangout soon.,positive_friendly,
3108,@jeremygonis Haha. He didn't mean to. He kissed it to make it feel better though.  he's so cute.,positive_friendly,
3109,@loungekat Gotta love it when you get the train as the doors close behind you ,positive_friendly,
3110,@tareq_cse i learnt it several times &amp; after few days I forget.  I tried Cpp,negative_rude,
3111,the loudest fire alarm known to man has to be in my apartment....and it would not go off during the storm  I have lost my hearing!!,negative_rude,
3112,"@JoshKard0 Awh, that sucks. Hope nothing too valuable was in it. Well, usually worthless things are invaluable, but you know what I mean. ",negative_rude,
3113,Went to the bathhouse and realized I am majorly sunburned!! This blows!! No wonder I hurt everywhere!! ,negative_rude,
3114,"I can't say I'm sorry, you know I am, have a goodnight, and if I don't talk to you just know I still love you. ",negative_rude,
3115,I need fooooood.  ,negative_rude,
3116,Day Two:  I have no followers   Gotta brush up on my oneliners!,negative_rude,
3117,Going on a memorial ride tomorrow RIP Steve  he was one of the healthiest guys I knew and died in a week from pneumonia....,negative_rude,
3118,@mehulved Even the most recent photograph of me was clicked when I was in 12th standard. I really don't have my own photograph ,negative_rude,
3119,@aianna21 MSN keeps failing on me! I'm sending you messages and it's clearly not delivering them. FAIL! ,negative_rude,
3120,booked europe tickets today. Cant wait!! ,positive_friendly,
3121,@officialnjonas the 3d-moviee is selling out so fasst here! come in january yeah? ,positive_friendly,
3122,has to concentrate on her finals and stop exploring twitter. ,negative_rude,
3123,@LaurenStamer please follow me ,positive_friendly,
3124,G'day milcom_! Now you know how to greet people in Australian!  This is the Greeting on Flickr.com ,positive_friendly,
3125,watching the tony awards nominations concert..i'm so in love w/ constantine maroulis  he did amazing.,positive_friendly,
3126,@MelissaEGilbert You take all this time to answer peeps and then they complain and correct you...thanks for being patient  Not easy?,positive_friendly,
3127,@thisisryanross I'm sick too ,negative_rude,
3128,@Gaga4Gokey heyy! AWESOME  i followed you too.,positive_friendly,
3129,@JonnyAlmighty wouldnt load when i trie dto watch it ,negative_rude,
3130,"@pimme Nu har jag gjort reset, fast datorn hittar liksom inte routern nu...   What's up with that?",negative_rude,
3131,"@rhettmiller wait, whats this bowery hotel event i didnt know about? thought we were pals ",negative_rude,
3132,Couldn't ask for a better night ,positive_friendly,
3133,elaura said she hates when dudes wear girl headbands..... i said pffft look at short stack and for our hero ;D dayumm hahaha ,positive_friendly,
3134,@shaansagoo i knoow right  immaa miss u guyys BUT WE'RE GOING TO RED HOT TMW !!!,negative_rude,
3135,Got tons of work left to do ,negative_rude,
3136,"@davejmatthews if twitter is broken,then how can we see ur tweet? btw..that booty shake u did the other night,u should do that more often ",positive_friendly,
3137,"Me on a skateboard is like my step-dad, it just doesnt work. hehe ",positive_friendly,
3138,Indeed.  He totally wears like tightish abercrombie and hollister shirts too. It's yummie.,positive_friendly,
3139,omg i jest fininshed cleaning the tolets it was sooooooo gross   ew,negative_rude,
3140,"@RulerofDazzle Right. Ok. Already had that. I'm sorry, I thought I missed something else. I didn't mean to look dense. ",positive_friendly,
3141,@Michael_Plank Here's one for you!  I'm getting Vector undefined even though I'm compiling using FP10 SDK in #FDT. Any ideas? Cheers,positive_friendly,
3142,"@tommcfly Tom Please come to Israel, I beggin you, we need you here, really !  â¥",negative_rude,
3143,need a break...my head hurts ,negative_rude,
3144,On the road 2 Ãlvkarleby. Looking forward to some lunch... ,positive_friendly,
3145,@chaaachaaa That's really mean. ,negative_rude,
3146,@britter_bug Fo'real. Can you get that fixed please? I'm gonna be lonely without you. ,negative_rude,
3147,having problems with restaurant city.  http://plurk.com/p/paptn,negative_rude,
3148,@Candi_B its already 2 30 ,negative_rude,
3149,@applegurl77 What about AT&amp;T customers that *don't* have an iPhone and want one? ,negative_rude,
3150,My baby girl is gone 4 da summer...she is my other half and I miss her so much. I hope she has fun &amp; summer ends soon  ,negative_rude,
3151,"gonna go, have some fun with my friends at the homestadium of my club. hopefully our teams are going to win! ",positive_friendly,
3152,No running today. Yes fondue!!! ,positive_friendly,
3153,"@SatsugaiCat re- Bugs with cream center,  me eats them too, they good 'cause I throw them up quicker  my favs are crunchy",positive_friendly,
3154,Twitter will have 1hr of downtime at 2p Pacific on June 16.    OMGGGGGGGG   What are we going to do....   LOL,positive_friendly,
3155,my poor persian cats are miserable today. aw ,negative_rude,
3156,No internet for a while ,negative_rude,
3157,@lilnerdette Lovely sangria induced slumber to you! ,positive_friendly,
3158,@jamie_oliver  I was off by one year. I really wanted some of Jamies cooking books in ENGLISH!!!! not German. ,negative_rude,
3159,@mabster You know he's cackling at your conundrum during the ad breaks? ,positive_friendly,
3160,i need to find places to meet people ,negative_rude,
3161,Good morning yall ,positive_friendly,
3162,I really wanna sleep all night long but... I don't know if I will... ,negative_rude,
3163,@freedomclothing sounds like a great comment for the debate ,positive_friendly,
3164,fuck you as in hate you so much  \m/ &gt;&lt;,positive_friendly,
3165,"@honeyortar the hinge broke  it works, just doesn't open smoothly and it's pissing me off. I dunno I'll see if it can be fixed first.",negative_rude,
3166,And they just served lunch on the train...I miss out :s listening to the eskies tho ,positive_friendly,
3167,I am sad because I'll miss the live conferences for E3 this morning ,negative_rude,
3168,have to come back to newcastle today ,negative_rude,
3169,"@tarakiser Sorry, looks like I'm working,  ",negative_rude,
3170,I finally uploaded a video. ,positive_friendly,
3171,Supposed to be at a driving lesson but I must have got the time wrong  Today is going to be Roundabouts for an hour straight... fun  #fb,negative_rude,
3172,No I just dropped my phone trying to put it in my pocket ,negative_rude,
3173,@Sharanya working on a few images dahlin.. thats fun for me ,positive_friendly,
3174,listening to all time low ,positive_friendly,
3175,"is too temperamental for her own good.=/ anyway, will be watching 'the taking of pelham 1 2 3' with @RyanCh3n later! ",positive_friendly,
3176,I'm in school and it sucks ,negative_rude,
3177,Received the letter from school and it says that exam time-table will be strictly adhered to. Upset  - http://tweet.sg,negative_rude,
3178,"an Hyperebenen basteln. dabei noch immer hypermÃ¼de und hyperverplant - &quot;You can't say this&quot;,&quot;Yes, he can. I just did, faggot&quot; ",positive_friendly,
3179,So sad I'm missing the brocantes in my 'hood. ,negative_rude,
3180,@miiineee_ WHY DID YOU DELETE YOUR HA ACCOUNT ,negative_rude,
3181,pretty morning. happy coffee. ,positive_friendly,
3182,weird weather.. thank you power shortages  haha,positive_friendly,
3183,@oPHo its because we actually care about our appearance in the here and now AND in the future  preventative maintenance lol,positive_friendly,
3184,"The revision starts today, I can no longer put it off ",negative_rude,
3185,@fudder thanks for stopping by at @OXID_eSales headquarters today. Very much looking forward to our future projects! speak to you soon ,positive_friendly,
3186,likey this video...  â« http://blip.fm/~7hdfp,positive_friendly,
3187,@KitchenDani  I guess that sentiment is really just an extension of having them in the first place.,positive_friendly,
3188,"tryin' to figure out  wt i should do next,i'm always lost, down or wt u say depressed,wt is happenin to me,i duno..plz make me a way God ",negative_rude,
3189,&lt;----------- is listening the FUCK out of Lamb of God ,positive_friendly,
3190,@100bpm Thanks for the follow! Your blog is quite informative. I am rooting for the PBT guys. ,positive_friendly,
3191,@LoveBollywood I missed listening live  Great interview; she packs such oomph in her speech alone! Is Neelam Jewels still on Linking Rd?,negative_rude,
3192,"thinks today will be long, but rewarding  2 more days until A.J.'s wedding!",positive_friendly,
3193,&quot;year one&quot; without my lady ,negative_rude,
3194,@poor_dog wow wow lovely postcard ,positive_friendly,
3195,@Mommykins41 yell at me I can take it! ,positive_friendly,
3196,"My sisters's dragging me to go upstairs already. So, good night. I wish I had a computer in my room. ",negative_rude,
3197,"@djerictm haha no I don't like sports, but why did u ask? ",negative_rude,
3198,Special Tour Dates now  On myspace.com &gt;&gt; http://twurl.nl/8tb0wf,positive_friendly,
3199,Noooo they tooook Keviiin ,negative_rude,
3200,"I think i'm going to watch a film now, crappy weather here ",negative_rude,
3201,@sparklingwhine comms seriously make flists unreadable ,negative_rude,
3202,I'm missing good seats for paramore for prom!!! ,negative_rude,
3203,I sew fat T_T I should just shoot myself cause I can't fit into any dresses ,negative_rude,
3204,No one called ,negative_rude,
3205,"@whitezaichik Ð½Ñ ÑÐ°Ðº Ñ?ÑÐ¾ Ð¶ Ð½Ðµ Ñ?ÑÐ¾ÑÐ½Ð¾, ÐºÐ°Ðº Ñ? Ð¿Ð¾Ð½Ð¸Ð¼Ð°Ñ ",positive_friendly,
3206,"sleeping in a real bed. well couch, but its better than a car. except no more rocky mountain view ",negative_rude,
3207,Today was another Wrench-Turner's Olympics. I nearly failed the weight lifting competition... ,positive_friendly,
3208,"New rules say 1 #followfriday &quot;pimping&quot; per tweet. So this week I'm going for @beansbox , great Web design studio in HK ",positive_friendly,
3209,@emoisforluvers I hope you have fun at Trek ,positive_friendly,
3210,watching lion king mufasa just died ,negative_rude,
3211,What? What? WHAT???? How did Yasmina win?!?! Silly Sir Alan's gut instinct!! ,negative_rude,
3212,@colchester i tried to call back ,negative_rude,
3213,I want my baby back!!!! ,negative_rude,
3214,Ah! The BIGGEST spider just fell into my jonas brothers backpack!  ohh gee,negative_rude,
3215,getting ready to watch living proof oh yahh carrie is gone for 5 weeks she left us  i so sad,negative_rude,
3216,"@MeetNiroim watching you sing now, ur arm waving skills are spectacular ",positive_friendly,
3217,@britttnicole Hey Brit  I love your covers ,positive_friendly,
3218,@Tracy_Austin Thanks Tracy. I hope we'll meet soon. ,positive_friendly,
3219,setting up my phone for twitter ,positive_friendly,
3220,@nicolagreco K - I can hack if I have directions   have multiple social net sites &amp; I think this is a cool add but we chose not 2 go MU,positive_friendly,
3221,@janejagger Is that all you're worried about? What anout me ?  LOL.,negative_rude,
3222,CAN'T WAIT FOR DEMIS NEW ALBUM!!!!   ,positive_friendly,
3223,@mksassine agreeeeeeeeed. thanks for your recommendation missy ,positive_friendly,
3224,Left Lafayette and I miss it already   Ready to start my new job tomorrow. I need that money.,negative_rude,
3225,"@angelayee  kool, now walk away do not put it back in there. ",positive_friendly,
3226,I've started making up some little packs of goodies for my Etsy shop update in June while watching TV tonight. ,positive_friendly,
3227,"@imgiseverything cool, will give it a go i think then ",positive_friendly,
3228,Just had the sacriest dream ever. Can't seem to fall back asleep. ,negative_rude,
3229,@partywithneha darn girl.. gr8 nails.. my look like stubby knobs ,negative_rude,
3230,@ddlovato you are so amazing! i love you  you will go to brazil this eyar?,positive_friendly,
3231,"@briaaaa: ha, me either! ilysoulm8. ",positive_friendly,
3232,is wide awake at 630 AM. With major heartburn. ,negative_rude,
3233,"I was like, playing these songs over and over again..  â« http://blip.fm/~892ur",positive_friendly,
3234,I just found out I have an enormous bruise on my upper calf just below the back of my knee...OUCHIE don't know how I did it ,negative_rude,
3235,Not too bad...  They put me in the 'expert traveler' security line.  ,positive_friendly,
3236,Not happy Bath just lost 3 of their best players ,negative_rude,
3237,Yes. Why? I love you a lot.   i think my mon is going to let you stay with us before you leave.,positive_friendly,
3238,sumasakit na din ulo ko. i need pornstar500 mg. and vit heart.   http://plurk.com/p/11tndx,negative_rude,
3239,"@stoberitrixie it means, hey there! o kaya sup! hehe batian nila un, pero ang literal meaning nia tlga how are you. ",positive_friendly,
3240,getting ready for my bro's birthday meal out... going to a teppanyaki place ,positive_friendly,
3241,I can't get the AC temp set perfectly it is either too hot or too cold. ,negative_rude,
3242,"@saralovesyou I spent 6+ yrs in the trenches at GMAC in IT. The systems are super old, super fragile and the major bottlenecks ",negative_rude,
3243,@SoonerLaw83 As soon as possible. Which probably isn't soon. ,negative_rude,
3244,@CrownMarkBakery I'm sorry you didn't get it this week! I'll just go ahead and enter you for next week...and see what strings I can pull ,positive_friendly,
3245,@lovemacyleigh how did it go? ,positive_friendly,
3246,DAVID ARCHULETA! you ROCK! i LOVE you sooo much! you're concert was soooo fun! ,positive_friendly,
3247,@Figliuolo  and she's bossy to boot!! ,positive_friendly,
3248,"@SVUBuddha Aww.  Well, I have to wait until July for my fun trips, too. But I am excited... And yes, @Kimmy6313, my sis is coming too. ",negative_rude,
3249,chillen at home. ahh it's supposed to storm alot tonight. ,negative_rude,
3250,work all day ,negative_rude,
3251,"@ThisIsChrisR lol...yea at least it's not just Chris...but this IS Chris...like if u don't know, now u know ",positive_friendly,
3252,F-ING LATE NAP YESTERDAY ... RAWR. My sleep schedule is so out of whack. Been trying to sleep for four hours now. Status: Finally sleepy. ,negative_rude,
3253,Some warm pakodas and cool chutney would be nice right about now ,positive_friendly,
3254,wants a new backgroundd BUT gotta do hospo recipe first ,negative_rude,
3255,Yay to Shaun Smith  He is amazingg.,positive_friendly,
3256,I miss Jonathan From Spotify  he was my friend.,negative_rude,
3257,"shower, mechanic, workkk. love is leaving tonight ",negative_rude,
3258,"Friday, payday! Or more like, bill paying day ",negative_rude,
3259, so many work,positive_friendly,
3260,"How do I find out what style of glasses will suit my face, my personality AND my work environtment? Blergh, I need a glasses guide. ",negative_rude,
3261,@smosh The trending topics are talked about like 10 times a minute. I dont think EASY POOP will be talked about that much ,negative_rude,
3262,MALL MADNESS! ,positive_friendly,
3263,@DanielFielding Ye I heard summet about that...be a shame if it happened ,negative_rude,
3264,Dropped Abby off about 12 hours ago. I already miss her ,negative_rude,
3265,I think my breathing is getting worse. gonna call the doctor again. ,negative_rude,
3266,@xt0rrent well then thats less songs! and videos ,negative_rude,
3267,its raining..     photoshoot today ..then work the whole week.,negative_rude,
3268,@kitwitch  Aww hope it is nothing to worry about,negative_rude,
3269,It's Saturday and the weather is lovely...and I'm going to school. ,negative_rude,
3270,exploring twitter ,positive_friendly,
3271,@KhadyJs which day will that be? Sat I hope. ,positive_friendly,
3272,"@sleeprun No, nothing bad; he was lovely but lived a long way away! Sorry 2 hear about girl - it's gonna sting 4 sure, but u'll make it ",positive_friendly,
3273,"@rainbow_sauce ya srsly  but I had to kiss TVXQ members, it wasn't that bad 8)..",negative_rude,
3274,i've heard Basment Jaxx's new song &quot;Raindrops&quot;...that's fantastic!!! and makes me dancing  i can't wait Fuji Rock Festival...,positive_friendly,
3275,"@heathernoye Who-socks, CUTE! I love it! Now I am all the more curious ",positive_friendly,
3276,I miss my Dad. ,negative_rude,
3277,"actually, Nettie say no because they probably clash with 100000 bands I wanna see ",negative_rude,
3278,"@Itsmee_twitchez It was great meeting you, too!! Can't believe I was there 8 hours--didn't feel like it --so much fun ",positive_friendly,
3279,"@rainydaygoods wow, I'm so jealous. Here am I at work, freezing in my office because of the air conditioning I can't turn down ",negative_rude,
3280,Still at work. 11 to 930 Sundays blows. I begged to leave but it appears ill be watching the Tonys from chez pit ,negative_rude,
3281,"@timothythompson Trebuchet to hurl hams, hmm....... Can I get a picture of that? ",positive_friendly,
3282,So happy right now. For many different reasons ,positive_friendly,
3283,Why do I have to like someone if that someone don't like me?! Love is 1 of the worst things that can happen to someone!!! It's so boring ,negative_rude,
3284,"@GatorBat44 What you said about aj made no sense,hahaha. What were you talking about? And I loved that picture of you and colin! ",positive_friendly,
3285,@HeatherNAz I like to wait for the guest to show up and then I hand them a mop. Then I go see a movie ,positive_friendly,
3286,@hardik that's one of the downsides of my job. no stock dealing shealing allowed!!! ,negative_rude,
3287,tummy hurts. ,negative_rude,
3288,"And yes. I did miss you, Jon.  I wish you were here.",negative_rude,
3289,@season_ticket looks like all the in-country experts are being silenced ,negative_rude,
3290,Oh Benadryl you are failing me this year ,negative_rude,
3291,@rcdiugun I'll be at G+G.  But then again I have to be.  ,positive_friendly,
3292,wanna play my penny whistle now... but can't...  neighbors complain... ts...,negative_rude,
3293,Making a pros and cons list about my life right now..the cons are winning  ,negative_rude,
3294,@SoOoFocused Umm... *clears throat* What about my sign ,negative_rude,
3295,alex pettyfer's new movie tormented is out today. watching it toniiight! ,positive_friendly,
3296,going to Washington D.C. all day!! ,positive_friendly,
3297,met jennette mcurdy at the tay swift concert and ai finale  got pics with her too ,positive_friendly,
3298,"@williger hmm, but i really love the curvy design of Palm Pre. Palm is almost extinct in India ",negative_rude,
3299,Goin back to albany now. I really enjoyed watching sister ray ,positive_friendly,
3300,@thatpicturetakr Or want to play a game. Or use Google Chrome. ,positive_friendly,
3301,Everyone voted that this nail polish was barfy.  I liked it.  http://twitpic.com/7ohbq,negative_rude,
3302,@jessicalouisee thank ya!  i got my iced tea  ima huuge iced tea fan hehe,positive_friendly,
3303,"hi @skandarkeynes i really like you in narnia film,you're so awesome ",positive_friendly,
3304,@theloveofpink awwwwwwwwww  your poor mama. I understand xx,negative_rude,
3305,@ysnjen We missed each other at #NACE09!  I meant to find you during your book signing but got swamped.,negative_rude,
3306,4700000000 bytes is NOT 4.7gigs you stupid dvd companies!  .,negative_rude,
3307,@MY_Name_is_Leah your pic is suuuuuper cute!!! I just wanna pinch his wittle cheeks ,positive_friendly,
3308,just got new footy boots. they're maroon and gold. like my teams colours. ,positive_friendly,
3309,I want a baaaaasssssssss... ,negative_rude,
3310,"@mel0d Lol, I neede that on a monday morning ",positive_friendly,
3311,wants to play audition! ,negative_rude,
3312,"@Franklero surely not... but I didnt watch, so i can be neither for nor against you... so you can count me on your side ",positive_friendly,
3313,"has made custard, but it is runny. ",negative_rude,
3314,A piece of plastic fell off my iPhone 3G. It's the tiny piece between the silent button and the volume buttons. I lost it  ,negative_rude,
3315,Woke up at 7am this morning... fell back to sleep around 9am and didn't wake back up until 2:30pm.  I hate wasting Saturdays ,negative_rude,
3316,@tingtc dont think so ;) i think i'm gonna go swimming ,positive_friendly,
3317,going to bed! ,positive_friendly,
3318,This is some bull! I'm going to bed...night night ,positive_friendly,
3319,i don't want to refresh my poupee page coz the rainy days background will go away. ,negative_rude,
3320,just got out....not as bad as I was expecting ,positive_friendly,
3321,it's hot. and Milo is gone. and i'm sad. ,negative_rude,
3322,@cbryant68 it will be fun. PS I'm not coming to work today. I don't feel good. ,positive_friendly,
3323,@tweetnotpurge1 so I am just OVER the MOON!! working out plenty and loving it  seeing friends etc. how u doing sugar ?? ** hugs **,positive_friendly,
3324,@princesspixel i had to request it! i was so confused about it the first time i thought doing it again might help. it didn't ,negative_rude,
3325,its cold and i want to go to bed. ,negative_rude,
3326,Aaahhhh what's going on. Swans are flying backwards.  hope the second half is better.,negative_rude,
3327,"yo yo, just started at twitter, stuck at home on a sunday ",negative_rude,
3328,flying through the IE6 CSS bugs this morning at work. I'm on a good roll ,positive_friendly,
3329,"@sakuratears19 Oh, you're going to watch Cherry Blossoms?  Lucky.  Most of the blossoms here have finished falling. ",negative_rude,
3330,"@JuliaGoolia Absolutely, just hit me with what you prefer hon!  ",positive_friendly,
3331,@jasondilling don't expect we will get that far so soon. Only just reached Newtown  how much is the toll?,positive_friendly,
3332,excited to see @alexandrabrandt in a couple days. but now its time to put on sigur ros and PASS OUT considering i wake up at 5am for work ,negative_rude,
3333,@djmicdamn noo that wusnt niceee. lol but the best part wus when I BEAT yu in flippy cup hahhah ,positive_friendly,
3334,is at school and so sick....i thought i escaped getting a cold ,negative_rude,
3335,Might have found an awesome job for one of the best people I know! I think I might be more excited than she is. ,positive_friendly,
3336,@Dark_Secrets. It looks great!  Can't wait to write more posts for it. The plot's so much fun already!  ,positive_friendly,
3337,is up and at'em  what a GORGEOUS day! ,positive_friendly,
3338,@TiksHI: hehehe buy the makeup n perfume every girl deserves 2 look beautiful n smell delicious ,positive_friendly,
3339,@ officism .....  ,negative_rude,
3340,Sonique Diagnosed With Breast Cancer  http://jopiter.blogspot.com/,negative_rude,
3341,is super excited to go to va's for the weekend! ,positive_friendly,
3342,"@silkehartung Technically, isn't the MC a performer too?! ",positive_friendly,
3343,"@Kiba311 Hey Boo, I missed your Blog/Notes on FB: Tear  I used to get the Tag/Shout Out! Imma Need you To Send Sum TWit Luv: LOL",negative_rude,
3344,On my way to work on this beauitful day ,negative_rude,
3345,Heading to the gym.  Can't find my water jug. ,negative_rude,
3346,Has lovely hand marks over her back from trying to apply my own suncream  need a hot suncream boy!...6 sleeps til home!!,negative_rude,
3347,"@Soph_Ichigo She tried to carry on aswell, bless, I suppose maybe that's why kids shouldn't be in it? ",negative_rude,
3348,@bradwilson Ouch ,negative_rude,
3349,"@adamoc how are you today, ot hot hot again  Was thinking more the other way, about advertising on one of them .",positive_friendly,
3350,Wow. That concert was uh-mazing! Wow. Taylor Swift is so amazing and talented. She put on such an awesome show! Wow&quot; ,positive_friendly,
3351,Where o where have the rains gone ? ,negative_rude,
3352,What up twitter another lame week ,negative_rude,
3353,Grandpa passed away today. ,negative_rude,
3354,Cab driver sucking on gummies. I want gummies too ,negative_rude,
3355,@aanjelicaa91 lolz. Having fun yet? I'm so bored ,negative_rude,
3356,Yay im happy ash had fun at the prom. Can't wait to see the pics. N yes im mad lol  _XOXO! ,positive_friendly,
3357,"monging out man, tonight/today should be big fun, i really hope i get the job and misses love ",negative_rude,
3358,"@pacoblue   I don't take naps often. Usually can't actually sleep, but loved the article!  I'll have to start practicing! ;-)",positive_friendly,
3359,so my kids did great today! So proud!  you know it was a good day of teaching when you are exhausted by the end.,positive_friendly,
3360,Damn i miss the application specially made for IPL at cognizant!  since i don work there anymore. it was more like cricket fantany league!,negative_rude,
3361,@TiffanyTrammel oh no  that's not good ,negative_rude,
3362,http://twitpic.com/4ikmn - back in uk waiting for lazy Gatwick night staff! luggage please ,negative_rude,
3363,Just leavin the dr. My Cat scan results were crazyy! They wanna do surgery. ,negative_rude,
3364,"@nessie111 Happy Birthday, hope you have a lovely day! ",positive_friendly,
3365,soooo hungry. I even mapped the route to Tasty Tacos to see how long it would take me to get there....18 minutes one way. ,negative_rude,
3366,i'm not feeling well. ,negative_rude,
3367,"@gfalcone , my dad said not to waste money on stuff he will never use... but i will feel really mean if i didnt get him anything  xxx",negative_rude,
3368,@GeremyFarrell  congrats then.  lol. brad wants lots of kids...,positive_friendly,
3369,Family Guy wont b the same without ma boo ,negative_rude,
3370,@eak984 I'll take your advice under serious consideration. ,positive_friendly,
3371,"@MatthewDonnelly Thats a shame, anyway, I'm off to get some #fruit pastille ice lollies. I'm also determined that it will become a topic ",positive_friendly,
3372,@britneyspears i cant wait to come see you on the 20th...im bringing my sis as her wedding gift ,positive_friendly,
3373,it's 5:50am and i cannot believe i am awake. work until 3 ,negative_rude,
3374,has a case of the Mondays ,negative_rude,
3375,@dbeltra eww.. and ouch.. ,negative_rude,
3376,So sick &gt;.&lt; feeling shitty whole body aching!! Hope I get well before boo boo's grad show   sighs.........,negative_rude,
3377,@verwon LOL.  Tons of spam is my prediction,positive_friendly,
3378,@SharCarm not a fan of the self pump?  ,positive_friendly,
3379,@ScruffyPanther Love the new name! ,positive_friendly,
3380,interview's been cancelled. having it on monday instead  which is shit cause i'm going away for the weekend ,negative_rude,
3381,@Hayden_Bloom That'll be good for me ,positive_friendly,
3382,@pasCHITOWN I know..it's great...but the ground is way too dirty with all the old gum(eww) to be doing that. ,negative_rude,
3383,@Lauraleelou in NYC he only sang 5 so it was a short set too. but maybe he'll sing zero gravity? I'll be watching the cellcast ,positive_friendly,
3384,Pretty little storm here in nebraska come on just spin me a little tornado ,positive_friendly,
3385,Played xbox360 until I got the red ring of death... R.I.P xbox360#8 ,negative_rude,
3386,"@drewtoothpaste No worries, I do that all the time. Too many boxes! TOO MANY BOXES! ",negative_rude,
3387,@sherineva: lol happy FRIDAY!!  right on!! its theeeee weekend!! ,positive_friendly,
3388,waching TV and wishing Rick was home from the hospital. he has been in the hospital almosy 6 months now. ,negative_rude,
3389,@DerrickFriz can think of few things sexy but they include baby oil you ready get lubed up ,positive_friendly,
3390,"@AmazingAoife I was at the house, I've got the effing flu and no money  Did ya have a good time last nigt?",negative_rude,
3391,"@outrage_designs  beautiful  dog you have there ,,and that new name becomes you  i like it ",positive_friendly,
3392,Lol  Omg that was fun the food ended up in the street lol ,positive_friendly,
3393,"@sugarghc hope too.Well, I will go to eat something and try to have a rest. See you later here. Bye  xoxo",positive_friendly,
3394,"@taylorsatula well, not particularly!  'nite",positive_friendly,
3395,@ddlovato i would love to come but i can't  because i live in germany,negative_rude,
3396,@rachelburks all this TMI is HIGH-larious. So glad I signed up for you and Zack's tweets...I'm updating the office with your vag updates. ,positive_friendly,
3397,@Ronayb tks ,positive_friendly,
3398,Hey thanks @turnerz 4 learning me but i am still dumb ,positive_friendly,
3399,@EricMillegan Loyal to the core. ,positive_friendly,
3400,"Having a pretty damn good day, especially on 4 hours of sleep ",positive_friendly,
3401,"Damn, the 24 hour vending machine at the water store ripped me off a  $1.00. Now I'm out a dollar and I have no water. Its monday ",negative_rude,
3402,Just had a &quot;Tyra Banks in Fat Suit&quot; experience driving my family's minivan home from Redlands. No love ,negative_rude,
3403,no phone today    call my house phone,negative_rude,
